"","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15"
"0",0.664268585131894,0.333333333333333,0.615384615384615,0.8,0.5625,0.266666666666667,0.2,1,0.651162790697674,0.657894736842105,0.666666666666667,0.666666666666667,0.777777777777778,0,0.666666666666667,0.444444444444444
"1",0.5,0.582781456953642,0.666666666666667,1,0,0,0,0.5,0.666666666666667,0.857142857142857,1,0,0.5,0,0.5,0.5
"2",0.615384615384615,0.8,0.696629213483146,0.5,0.454545454545455,0.647058823529412,0.8,0.55,0.588235294117647,0.692307692307692,0.7,0.857142857142857,0.702702702702703,1,0.466666666666667,0.375
"3",0.666666666666667,0.666666666666667,0.2,0.628865979381443,0.684210526315789,1,0.333333333333333,0.555555555555556,0.454545454545455,0.25,1,0.583333333333333,0.666666666666667,1,0,0.444444444444444
"4",0.555555555555556,0.333333333333333,0.428571428571429,0.571428571428571,0.601611772950245,0.25,0.391304347826087,0.391304347826087,0.384615384615385,0.5,0.45,0.62037037037037,0.569105691056911,0,0.6,0.559602649006622
"5",0.777777777777778,0,0.571428571428571,0,0.5,0.662751677852349,0.25,0.6,0.631578947368421,0.7,0.454545454545455,0.5,0.6,0,0.5,0.5
"6",0.666666666666667,0.5,0.333333333333333,0,0.5,0,0.696927374301676,0.4,0.32,0.75,0.5,0.4,0.363636363636364,1,0.4,0.571428571428571
"7",0.2,0,0.483870967741935,0.6,0.470588235294118,0.5,0.5,0.545454545454545,0.294117647058824,1,0.4,0.666666666666667,0.740740740740741,0,0.428571428571429,0.533333333333333
"8",0.680851063829787,0,0.58974358974359,0.666666666666667,0.48780487804878,0.578947368421053,0.521739130434783,0.6,0.590254706533776,0.333333333333333,0.333333333333333,0.75,0.5625,0,0.222222222222222,0.304347826086957
"9",0.6,0.818181818181818,0.727272727272727,0,0.5,0.636363636363636,0,0.5,0.6,0.67515923566879,0.8,0.545454545454545,0.714285714285714,1,0.857142857142857,0
"10",0.75,0,0.25,1,0.516129032258065,0.5,0.6,0.533333333333333,0.307692307692308,0.5,0.648,0.2,0.8,0,0.909090909090909,0.521739130434783
"11",0.75,0.75,0.833333333333333,0.666666666666667,0.592592592592593,0.4,0.571428571428571,0.666666666666667,0.4,0.5,0.466666666666667,0.69187675070028,0.755102040816326,1,0.375,0.464285714285714
"12",0.545454545454545,1,0.612244897959184,0.702702702702703,0.601626016260163,0.428571428571429,0.333333333333333,0.416666666666667,0.622641509433962,0.533333333333333,0.5,0.629032258064516,0.657836644591612,0,0.5,0.651162790697674
"13",0,0,0,0,0.5,0,0,0,0,0,0,1,0,0.526315789473684,0,0
"14",0.454545454545455,0.5,0.428571428571429,0.333333333333333,0.565217391304348,0.538461538461538,0.285714285714286,0.714285714285714,0.352941176470588,0.5,0.6,0,0.59375,0,0.626347305389222,0.611111111111111
"15",0.454545454545455,0,0.571428571428571,0.727272727272727,0.573717948717949,0.5,1,0.545454545454545,0.461538461538462,0.666666666666667,0.431818181818182,0.739130434782609,0.625,0,0.473684210526316,0.581993569131833
