"","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15"
"0",0.187088274044796,0.0996484083467577,0.0696785951556153,0.103039606962536,0.0888533293767543,0.0940748306532504,0.0912264990831972,0.0709852653908089,0.115269051658876,0.128783866710651,0.10970893635497,0.10684436379197,0.10819978654568,0.0653354897530449,0.0269889075460769,0.0453968214177844
"1",0.0461865913041544,0.0572216446990315,0,0,0,0,0,0,0,0,0,0,0.0528831697393931,0,0,0
"2",0.121877940795898,0,0.0957699432881817,0,0.0524780131438766,0.024313438920079,0,0.0355760692859587,0.06687976876516,0.0236206540804738,0,0.0540533457124566,0.0442733053973151,0,0.0478481964178703,0
"3",0.12583589975151,0,0,0.0623832111849275,0.0480405537413004,0.063945158557742,0,0.128135347810681,0.0391937909437614,0.146547048529909,0,0.0587119492973255,0.101324058392486,0,0,0.0471251216006729
"4",0.138223294873074,0,0,0.0293835441971381,0.0975054143262488,0.0198940493290753,0.0537974594681344,0.0806927865147809,0.0221397692422611,0.0639724274954987,0.0559806622378098,0.0350248531987456,0.0500181657087055,0,0.0284390988935493,0.0749467706681184
"5",0.153493326996657,0,0.0740314912150575,0,0.0480405537413004,0.109841669290142,0.0423031617874223,0.0901957992749252,0.0726103116122331,0.0453594106206375,0.0441311652344096,0.0909952665160601,0,0,0,0.0235625608003364
"6",0.130290508086402,0,0,0.0601064373948124,0.0496754615441259,0,0.0822117290428265,0,0.0587906864156421,0,0,0.077602680046594,0.11134637014642,0,0,0.144597422568053
"7",0.0465353753188579,0,0.0603019058380863,0.0466118660152602,0.0524780131438766,0.0886818436146035,0,0.123388641391124,0.030095895944322,0.0536718864089205,0,0.0552852647428822,0.0389150914679669,0,0.0568781977870986,0.0309851619788685
"8",0.146054763538041,0.0858324670485472,0.0611693158104286,0,0.0661955356334291,0.0682168027804642,0.0224727458795718,0,0.110476306345346,0.12183527765897,0.0632560649613485,0.0500424299175833,0.0639567867575531,0,0.0416625268321282,0.0886706481633299
"9",0.122249350049734,0,0.142022851638213,0.0601064373948124,0.0694099750014466,0.0528177996867393,0,0,0.0479213730293686,0.165974310212244,0,0.117652780275259,0.0625227071358819,0,0,0.0963982817120354
"10",0.0858642708912322,0,0,0,0.0367166392176386,0.024313438920079,0.0728759204569156,0,0.0391937909437614,0.0536718864089205,0.0812905479968827,0.0612178913942221,0,0,0.0371057380402005,0.0657831224258072
"11",0.137742581604554,0,0,0.0198004914142796,0.046942952421774,0.0571754442618257,0,0,0.0726103116122331,0.0883202968455737,0.101661532973596,0.159101133355219,0.0991484076504487,0,0,0.0951540055451591
"12",0.101565562071408,0,0.0370157456075287,0.0741532345945353,0.0769838842723096,0.0339397305459496,0,0,0.0564341146765478,0.0737269092481234,0.0487656781658931,0.103506324668047,0.128609246479767,0,0.124987580496385,0.0423487468101015
"13",0.0923731826083088,0,0.0871557996886202,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",0.0769776521735907,0,0,0,0.0433698241461131,0.0497351233226883,0,0,0.0205666744333701,0,0,0,0.0942950710757361,0,0.078309757328275,0
"15",0.125485404819027,0,0,0.0587670883942762,0.0738677584805993,0.0591212290764023,0,0.0763834446706961,0.0577566393630484,0.0865235145555524,0.0421707099742323,0.0295306543976614,0.0460465940867227,0,0.0496582690748245,0.0929243353592421
"16",0,0.0443747417329758,0.151777124947037,0,0,0,0,0,0,0.0616405954770667,0,0,0,0.126376088115045,0,0
"17",0.0530439524587086,0.166459240821406,0.0702706856496265,0.104672119252952,0.0707716409593827,0,0.0932929855278743,0.0413079325054469,0.0678372345886996,0.118969832513885,0.0338871776578652,0.0918268370913331,0.0351516884645836,0,0.133585061131885,0.0222947519004856
"18",0,0.115891343231613,0.0962820918819577,0,0,0,0,0,0,0,0,0,0,0,0.0335817174313218,0
"19",0.0630545066528167,0,0,0.124760466004354,0,0,0,0,0.0363051558061165,0.0924608932156,0,0,0,0,0,0.0722987112840265
"20",0,0.059567499098108,0,0,0.0490249275769022,0,0,0.049830413037487,0,0,0.0458987607518047,0,0.0339963234038955,0,0.0335817174313218,0.035468259265332
"21",0.0795659286880629,0.0735706860416119,0,0,0,0.0486268778401581,0.0728759204569156,0,0.0556510109135823,0,0,0,0.0793247546090896,0,0.0568781977870986,0
"22",0.0795659286880629,0.0726156078204128,0.11620773291816,0,0.0993509230882519,0,0.0960282525371849,0,0,0,0,0,0.158649509218179,0,0,0
"23",0.0795659286880629,0,0,0,0,0.0746026849840324,0,0.0642567838973618,0,0,0,0,0.058558029101329,0,0,0
"24",0.0795659286880629,0.0642789954444789,0.112057456742512,0,0.0293291169155805,0,0.0577528005648745,0,0.0519036358960824,0,0,0,0.0628633807171574,0,0,0
"25",0,0.1405612826573,0.0345346685567069,0,0,0,0,0.0642567838973618,0,0.0855257015460329,0,0.0428731008608376,0,0,0.0307595548400595,0
"26",0,0,0,0,0,0,0,0,0.0407636286947912,0,0,0,0.0628633807171574,0,0,0
"27",0,0.0559465774024411,0,0,0.0293291169155805,0.0746026849840324,0.0728759204569156,0,0,0,0,0,0,0,0,0
"28",0.0461865913041544,0,0.0505923749823456,0.0421850257169184,0.0216849120730565,0,0,0,0.0328571684050656,0.0616405954770667,0,0.0657188035949323,0.0825767465001676,0,0.0671634348626436,0.0445895038009712
"29",0,0.0572216446990315,0,0,0,0,0,0.111899723863793,0,0,0,0,0,0.10015068032509,0,0
"30",0,0.129104107910729,0,0,0,0.0591212290764023,0.0485839469712771,0.0763834446706961,0.0328571684050656,0.0732735242649546,0,0.0829278971143233,0.0339963234038955,0,0.107498972311884,0.0286476865589119
