"","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15"
"0",0.324168797953964,0.069704751830229,0.134013326733598,0.16399453771483,0.128969784540645,0.166685454179613,0.106128535395598,0.17723922384346,0.166030235094626,0.220726278572147,0.062904352503789,0.227511632547605,0.202413493523531,0.110698430810625,0.0619089146423088,0.0793153207285842
"1",0,0.06069353310816,0,0,0,0,0,0,0,0.0874897300214333,0,0,0,0,0,0
"2",0.137992329375831,0.0828595633297405,0.276496168428925,0,0,0.0692143641149898,0,0.0959177139929179,0.0849295945028377,0,0,0,0,0,0,0
"3",0,0,0,0.163475338908086,0,0,0.0860399386121425,0.207488021666363,0,0.0874897300214333,0,0,0.0481456563833344,0,0.083863981378512,0.0581141510901812
"4",0.09001344130553,0,0.166288854064529,0.0952083160274798,0.0998035292156264,0,0.0573599590747617,0,0.0303174402366313,0,0.152959959572316,0.0360048534319068,0.159645277097508,0,0,0.0852287941716313
"5",0.0857410618345598,0,0,0.0740509124658176,0,0.176939553492591,0,0.191835427985836,0.0650929280651546,0.0874897300214333,0.0643379930661744,0.0773040638044301,0.0871462966972379,0,0,0
"6",0.0487179688118159,0,0,0,0.0843928686328297,0,0.132660669244497,0,0.0476797080007241,0.0874897300214333,0,0,0.0962913127666689,0,0,0
"7",0,0,0.0981793644390044,0,0,0,0,0.167484478616261,0.0768636279666794,0.110399747604913,0,0,0.043573148348619,0,0,0
"8",0.159199094211874,0,0.0323531250731259,0.114851299120994,0,0.161185124862739,0.0499446376864794,0.0959177139929179,0.199689441489431,0,0.082720276799367,0.0418058005081726,0.084733822072396,0,0,0.135200611196426
"9",0.117597042472557,0,0.0831444270322646,0,0,0.245191019581717,0,0,0,0.255376546580397,0,0.142844441326595,0,0,0,0
"10",0.0440911068981801,0.104557127745343,0,0,0.0340120689158591,0,0,0,0,0.110399747604913,0.0333859331239186,0,0,0,0,0.0506013300475578
"11",0.184019413652634,0,0,0.12895567057982,0.107323465619162,0.0408651699302861,0,0,0,0.071959810045944,0.0498933898343156,0.217660946405121,0.163645523876274,0,0,0.0345407813396928
"12",0.138801094937996,0,0,0.0740509124658176,0.106447874566388,0,0,0.0625740214582429,0.0962243120082533,0,0,0.0456414465994575,0.223764416998105,0,0.0973630672559389,0.0450668703988086
"13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",0.0807714985612107,0,0,0,0,0,0,0,0.109517506835714,0,0,0,0.0620842744268085,0,0.157679035597201,0
"15",0.0413903070460081,0,0,0.057425649560497,0.0236907555048483,0.0692143641149898,0,0,0.0704041115372444,0,0,0.0504309990922526,0.0399113192743769,0,0,0.0904688692972372
"16",0.149356429071,0.209114255490687,0,0,0,0,0,0,0,0,0,0,0,0,0,0
